pumin1_4u,pumin1_4u_log
0.7928335,-0.2321420415614097
0.1014278,-2.288408063664815
0.4587431,-0.7792649205984067
0.5187483,-0.6563364845510323
0.7618306,-0.27203105772124364
0.953106,-0.04802915381128342
0.1791739,-1.7193984363703367
0.4622245,-0.7717045751905741
0.7753653,-0.25442100584287686
0.1673659,-1.7875728453808832
0.826337,-0.19075259835180694
0.8632937,-0.14700032134634458
0.7761382,-0.2534246818720503
0.2692562,-1.3120919362841066
0.682295,-0.38229316334238084
0.052957,-2.9382750154835393
0.01425851,-4.2504013575337884
