Model,Feature Set,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std,SHAP Values
RandomForest,Without seedNumber_1,0.6480952380952381,0.0650902042851115,0.6533333333333333,0.09510228411791403,0.6654545454545454,0.13767850921921856,0.6497971014492753,0.07751060662829685,"[[0.06193138 0.06193138]
 [0.01599701 0.01599701]
 [0.0507438  0.0507438 ]
 [0.01521142 0.01521142]
 [0.04622989 0.04622989]
 [0.06490137 0.06490137]
 [0.01530766 0.01530766]
 [0.02385645 0.02385645]
 [0.0225553  0.0225553 ]
 [0.02889275 0.02889275]
 [0.03851267 0.03851267]
 [0.04317081 0.04317081]]"
GradientBoosting,Without seedNumber_1,0.6580952380952381,0.11091865418316701,0.6440170940170941,0.12108550356884053,0.6836363636363636,0.15008537515264686,0.6614832535885167,0.13186623703985598,"[0.96347142 0.17849069 0.55161792 0.20723323 0.87211454 0.97932123
 0.02046878 0.48847705 0.26153052 0.38065556 0.60747067 0.66781459]"
SVM,Without seedNumber_1,0.7357142857142857,0.07220216012999639,0.7421245421245422,0.08991544516336707,0.7418181818181818,0.1378224993327071,0.7325669672903486,0.088043696898295,"[0.1105097  0.02239278 0.00596439 0.02842819 0.09675931 0.15410022
 0.04360945 0.02132577 0.03525001 0.06595532 0.09263469 0.06840091]"
LogisticRegression,Without seedEbest_1,0.6876190476190476,0.0953737129649284,0.6977233877233877,0.09956658950976469,0.6890909090909091,0.1032368695751156,0.6889230982594826,0.08456732724028937,"[0.08124215 0.02824903 0.00980106 0.09650996 0.21855012 0.10246338
 0.02617139 0.05824367 0.0272224  0.07579825 0.094053   0.06254495]"
RandomForest,Without seedEbest_1,0.7180952380952381,0.11527941014607994,0.748015873015873,0.1653195749279902,0.7072727272727273,0.13695628789284717,0.7159771765304138,0.11478480038881451,"[[0.05681174 0.05681174]
 [0.01687567 0.01687567]
 [0.0529533  0.0529533 ]
 [0.01375386 0.01375386]
 [0.07799992 0.07799992]
 [0.05970866 0.05970866]
 [0.01327346 0.01327346]
 [0.0270503  0.0270503 ]
 [0.01838401 0.01838401]
 [0.02796837 0.02796837]
 [0.03389045 0.03389045]
 [0.04171729 0.04171729]]"
GradientBoosting,Without seedEbest_1,0.678095238095238,0.07833876084830017,0.6801298701298701,0.08291127165702782,0.6672727272727272,0.17244953747460912,0.6647237076648841,0.11319750144669712,"[0.9038223  0.30246304 0.57108233 0.24559493 1.02438569 0.79249489
 0.03553556 0.46153767 0.18049608 0.40993474 0.44177851 0.67109703]"
SVM,Without seedEbest_1,0.7157142857142856,0.04734684103516379,0.72,0.0738366565592718,0.7454545454545454,0.07799131123464445,0.7252356979405035,0.01616615909624542,"[0.09111815 0.02183605 0.00596672 0.0251043  0.17033849 0.10313874
 0.03956347 0.0271182  0.0213596  0.05139064 0.06212882 0.0810453 ]"
LogisticRegression,Without E_3,0.687142857142857,0.07660008940037294,0.6904473304473304,0.08635325746143627,0.7072727272727273,0.0822011240396896,0.6942902711323764,0.06486366322170936,"[0.09030576 0.03247493 0.01083568 0.1113006  0.23520875 0.01366769
 0.05934102 0.05809831 0.02772241 0.08377979 0.09802162 0.07193918]"
RandomForest,Without E_3,0.6690476190476191,0.13963834077054887,0.6707936507936508,0.2188579809434085,0.6636363636363637,0.24386691940516508,0.6500743034055727,0.20369289648338834,"[[0.0533362  0.0533362 ]
 [0.01471768 0.01471768]
 [0.05799823 0.05799823]
 [0.01415794 0.01415794]
 [0.08092329 0.08092329]
 [0.03411778 0.03411778]
 [0.02545067 0.02545067]
 [0.02505165 0.02505165]
 [0.01750454 0.01750454]
 [0.03261009 0.03261009]
 [0.03833678 0.03833678]
 [0.04366876 0.04366876]]"
GradientBoosting,Without E_3,0.6490476190476191,0.1526530309093304,0.6533333333333333,0.2124983660067897,0.6818181818181819,0.22452889154960856,0.6520257204096213,0.1795794678927457,"[0.8247993  0.22628066 0.66895439 0.27828543 0.87100746 0.60581674
 0.26061371 0.64871085 0.19353766 0.46559966 0.53175005 0.79050132]"
SVM,Without E_3,0.7552380952380953,0.05069583836185064,0.7773504273504273,0.0878114142561489,0.7454545454545454,0.07799131123464445,0.7541317060767861,0.033609517483708246,"[0.10131398 0.02652168 0.00477769 0.03694231 0.15925731 0.06144181
 0.10578695 0.02244881 0.02809349 0.04869055 0.07421902 0.06464185]"
LogisticRegression,Without seedNumber_3,0.7161904761904763,0.05478053513318813,0.721965811965812,0.06986812243674927,0.7254545454545454,0.07416755656134963,0.7189626239511823,0.04627818812167953,"[0.07765887 0.02748437 0.01118082 0.09731243 0.21366829 0.01685908
 0.09576048 0.05937727 0.02940926 0.07640411 0.09475124 0.06350806]"
