E_diff_12,E_diff_12_BoxCox
-4.24,1.7443612688714796
-11.84,-1.6635944922912391
-3.37,2.1263098942004017
-10.09,-0.8633368049463443
-10.17,-0.8996398434685637
-7.07,0.4927343582539732
-5.69,1.1049699622158256
-4.43,1.6607858184513282
-3.79,1.942069362458085
-9.73,-0.7002558226960368
-4.57,1.5991654680369167
-7.02,0.5149869585563618
-9.72,-0.695732204281497
-10.0,-0.8225236875895948
-7.27,0.4036676907190833
-7.72,0.20292819290831912
-8.93,-0.3393847463271157
-10.6,-1.0951844037596274
-6.31,0.830390589474521
-9.68,-0.6776411035874472
-10.82,-1.195516479279234
-6.46,0.7638445688777853
-8.95,-0.348382513440958
-9.43,-0.5646917188714844
-12.76,-2.0908481734960525
-10.69,-1.1362050132432264
-3.46,2.086852562231065
-9.35,-0.5285906232816355
-11.68,-1.5898232429397565
-10.14,-0.8860234522045534
-4.97,1.4229232561204839
-7.85,0.14484613161693596
-8.1,0.03303113706966634
-4.85,1.4758249534463526
-8.5,-0.1462104194494012
-9.34,-0.5240794123938282
-12.92,-2.165774630248928
-10.33,-0.9723173096153148
-8.74,-0.2539639595682702
-9.36,-0.5331021497436528
-6.94,0.550579580401441
-6.26,0.8525623730093821
-7.58,0.2654320131942328
-12.83,-2.1236026908127315
-4.98,1.4185136424562244
-7.09,0.48383175488808344
-6.42,0.7815947010791396
-6.8,0.6128328841259878
-8.76,-0.2629507302520168
-5.74,1.082854198435909
-8.13,0.019602631214901817
-11.8,-1.6451383971737097
-4.53,1.6167746418708084
-7.14,0.46157131817548686
-9.96,-0.8043938390484181
-9.37,-0.5376139923461081
-12.47,-1.9555519300089554
-5.9,1.0120515600172595
-11.09,-1.3189353877459193
-8.78,-0.2719386423704856
-5.09,1.369996233182968
-4.49,1.6343811229137273
-8.33,-0.069980771132016
-9.53,-0.6098469389851154
-9.4,-0.5511514226883575
-7.27,0.4036676907190833
-10.52,-1.058749274470489
-13.57,-2.4726062431465126
-8.47,-0.13275243840328071
-7.05,0.501636067190124
-3.7,1.9815724227636933
-5.92,1.0031977512632264
-8.09,0.03750678987654876
-10.22,-0.9223412335073264
-7.65,0.23418602248528844
-6.15,0.9013225207586445
-4.62,1.5771501978734133
-5.21,1.317043570482805
-10.34,-0.9768628677571959
-6.92,0.559475530981137
-6.47,0.7594065181568511
-10.66,-1.1225277799837008
-5.84,1.0386083304003393
-4.85,1.4758249534463526
-9.61,-0.6459945650196085
-7.28,0.39921196737416187
-7.32,0.38138677283318123
-3.77,1.9508489150432553
-4.59,1.5903598680186382
-8.72,-0.24497832661908278
-9.73,-0.7002558226960368
-9.01,-0.37538289744844655
-8.42,-0.11032791432571977
-10.39,-0.9995964244607914
-4.71,1.5375120003224536
-12.06,-1.7652677437612527
-8.34,-0.0744627148394832
-10.06,-0.8497291863248048
-7.62,0.24757860433555218
-4.48,1.6387823236586074
-7.07,0.4927343582539732
-10.67,-1.1270864447686948
-10.14,-0.8860234522045534
-6.45,0.7682824122830846
-6.41,0.7860317176929853
-9.82,-0.740983703425274
-4.88,1.46260188649383
-9.63,-0.6550347689441195
-3.96,1.8674177067127367
-5.91,1.007624752892033
-7.5,0.30112736611570623
-8.04,0.059881202366601244
-6.68,0.6661591181809852
-10.84,-1.2046476772037322
-6.83,0.5994964814460523
-9.23,-0.47447676055173943
-12.29,-1.871877141368302
-10.01,-0.8270570405425534
-8.41,-0.10584382236833205
-6.43,0.7771574781369431
-12.53,-1.9834934075366442
-10.34,-0.9768628677571959
-6.99,0.5283358503154123
-7.42,0.336807570946928
-7.89,0.12696631524522026
-10.55,-1.0724094323022348
-9.76,-0.7138287120713775
-9.81,-0.7364570141056255
-9.58,-0.6324367398884951
-9.87,-0.7636223314455773
-4.57,1.5991654680369167
-7.9,0.12249573726518488
-9.38,-0.5421261516572224
-10.63,-1.1088542519999876
-6.66,0.6750438307537817
-4.6,1.5859568141527711
-10.88,-1.2229152361106266
-14.16,-2.755625631235165
-9.35,-0.5285906232816355
-9.87,-0.7636223314455773
-7.35,0.3680154521549447
-9.13,-0.42941589926990614
-10.25,-0.9359665445655584
-6.38,0.7993415320153542
-6.47,0.7594065181568511
-11.15,-1.346406278164108
